"id","target","f0","f1","f2","f3","f5","f6","f7","f9","f10","f11","f13","f14","f15","f16","f18","f19","f20","f22","f23","f24"
43395,1,1014.1,16,5.0266,17,7.4,52,17,1,1.6,21.6,3.2,7,22,20.4,2,1012.1,5,9.7,54,84
43396,0,1005.3,34,5.0208,10.4,2.3,48,19,1,3.8,15.4,3.6,8,26,13,11,1004.5,8,9.5,59,91
43397,0,1020.6,11,5.0111,26.6,7.1,33,15,0,8.4,29.6,0,6,17,28.2,9,1017.8,7,22.1,55,61
43398,0,1026.1,34,5.0161,11.1,7.2,33,9,1,1.4,14.2,2.2,3,19,13.5,7,1025.6,3,5.4,61,81
43399,0,1018.6,42,5.023,20.5,13.2,31,7,0,5.2,37.6,0,0,11,35.3,11,1013.7,1,12.3,46,62
43400,0,1016,5,5.0187,25.6,10.2,39,17,0,5.2,32.9,0,3,17,30.6,10,1011.4,5,21,38,69
43401,1,1025.4,9,5.0225,11,3,28,11,0,1.4,12.9,0.2,8,13,11.4,13,1022.2,1,5.9,64,88
43402,1,1021.7,34,5.0171,14.2,4.4,56,26,0,4.4,17,0.2,7,26,14.9,3,1019.1,7,7.2,60,75
43403,0,1017.6,12,5.013,22.3,10.1,22,7,0,7,27.2,0,2,15,25.9,10,1015,7,17.2,53,77
43404,0,1013.1,32,5.0042,14.9,4.7,48,20,1,4,19,1.6,4,24,17.7,8,1015.6,7,12.5,42,60
43405,0,1021.4,30,5.0268,3.2,9.5,22,2,0,1,11.9,0,1,7,11.2,7,1020.3,1,-3.5,40,74
43406,0,1024.1,36,5.019,10.2,2.6,19,11,0,1.4,13.5,0,7,7,13.2,0,1021.9,2,3.9,65,92
43407,0,1020.1,0,5.0165,27.1,9.5,54,37,0,8.8,29.2,0,1,41,27.8,9,1017,4,22.2,47,48
43408,0,1014,28,5.0111,15.5,10.2,69,11,0,6.8,21,0,0,26,19.4,11,1012.5,1,11.4,37,68
43409,1,1022.9,35,5.0242,15,6,30,13,0,2.4,25.2,0.2,3,15,24.8,9,1020.1,5,10,42,75
43410,0,1033.9,19,5.0184,8.7,7.5,28,9,0,0.4,15,0,2,9,14.3,12,1030.7,3,2.1,42,79
43411,1,1022.9,46,5.0209,15.2,0.2,26,9,0,0.6,16.8,0.6,8,15,15.4,6,1019.1,8,14.9,62,98
43412,1,1009.5,0,5.0036,25.2,2.2,31,11,0,4,30.7,0.8,6,20,30,5,1006,7,23.7,64,83
43413,0,1017.7,15,5.0258,15.9,13.4,44,20,0,14.8,28.9,0,1,24,26.4,11,1014.6,1,11.8,37,49
43414,0,1013.2,7,5.0016,15.9,8.8,65,28,1,2.2,18.1,1.4,2,26,17.2,13,1014.3,3,13.4,55,62
43415,0,1010.3,21,5.0226,29.5,6.4,24,7,0,10,34.2,0,7,9,30,10,1006.1,5,22,61,51
43416,0,1021.4,33,5.0152,9.4,12.8,39,19,0,4,14.3,0,0,26,13.9,8,1020.5,0,3.7,43,66
43417,0,1031.4,34,5.0269,8.2,4.4,26,19,0,0.4,13.6,0.2,7,13,12,8,1027.9,7,3.1,64,94
43418,0,1020.3,2,5.0104,14,0,39,17,0,1.2,19.3,0,8,24,17.1,7,1016.5,6,8.6,63,65
43419,1,1015.4,27,5.0214,10.1,1.5,61,26,1,2.2,14,10.2,8,31,8.9,7,1015.4,8,7.4,61,74
43420,0,1010.5,45,5.025,27,5,37,9,0,6.4,30,0,8,22,22.6,10,1010.4,3,12.2,60,43
43421,0,1019.1,43,5.0233,22.5,10.1,39,15,1,31,30.5,12.8,3,15,29.3,8,1015.5,6,18.9,51,75
43422,0,1018.4,2,5.0174,16.2,8.6,48,20,0,3,20.7,0,5,26,19.1,11,1013.5,2,8.9,55,68
43423,0,1015,35,5.0206,13.8,3.6,54,11,1,1.8,18.3,2.8,8,20,16.1,9,1016.2,8,13.4,59,74
43424,0,1010.3,28,5.0335,1.2,2.9,24,9,0,2.8,8.6,0,7,11,7.9,4,1009.1,8,-1.3,58,98
43425,0,1023.9,44,5.0161,10.6,4.8,31,7,0,2,15.8,0.4,8,17,15.3,13,1022.4,3,8.6,63,96
43426,0,1022.1,40,5.0236,22.2,8.2,33,2,0,6.2,32.1,0,2,17,31.9,11,1018.6,8,17.8,48,86
43427,0,1010.5,30,5.0156,22.4,12.3,61,13,0,6.8,30.3,0.2,2,20,26.6,3,1009.8,0,15.8,43,62
43428,0,1012.2,0,5.0226,28.1,11.4,31,7,0,6.2,30.8,0,1,13,29.6,3,1009.7,1,21.4,48,65
43429,0,1022.4,27,5.0266,19.2,9.8,41,13,0,4.6,25.5,0.6,7,26,24.2,5,1020.7,8,14.7,55,82
43430,1,996.8,17,5.0266,10.3,4.4,87,17,0,1.6,15.2,0,8,33,9.7,9,990.7,7,4.8,63,58
43431,0,1015.9,5,5.0137,20.6,11.3,46,19,0,6.6,29.3,0,2,17,28.5,8,1011.7,2,16.1,38,39
43432,1,1004.5,4,5.0174,31.7,12.7,56,20,0,11.6,37.4,0,1,30,31.8,3,1001.8,2,27.2,54,57
43433,0,1022.8,27,5.0117,2.8,7.2,19,0,0,1,15,0.4,4,9,14.7,0,1018,6,0.1,47,98
43434,0,1017.8,29,5.0309,18,2.9,28,13,0,1.8,20.3,0,7,7,18.1,9,1012.4,8,12.8,45,57
43435,0,1029.7,2,5.0175,10.7,3.6,20,9,0,2.2,15.9,0.2,5,11,14.3,12,1026.7,7,6.9,65,70
43436,0,1025.2,13,5.0186,9.5,5.8,43,9,0,1.1,16.4,0,6,19,15.6,9,1020.9,6,2.4,51,77
43437,0,1024.4,46,5.0335,10,8.7,37,13,0,5.6,20.6,0,6,13,19.6,5,1021.3,6,3.4,53,58
43438,0,1017.5,33,5.0326,15.6,8.3,43,4,0,3.2,23.3,0,7,17,22,12,1014.5,6,8.8,51,65
43439,0,1024.1,44,5.0173,15.4,12.9,43,19,0,8,24.1,0,0,17,22.8,13,1020.8,0,11.2,43,67
43440,0,1033.3,47,5.0344,1.5,9.8,30,0,0,1.6,13.1,0,1,13,12.9,7,1031.5,1,-2.4,61,100
43441,1,1025.3,29,5.0204,16.7,9.6,43,2,0,1.4,18.3,0,3,20,16.7,11,1023.2,7,11.5,56,75
43442,0,1021.3,36,5.0156,13.5,10.1,31,13,0,4.2,25.5,0,1,9,23.8,6,1018.5,7,8.9,39,79
43443,0,1027.5,13,5.0209,9.5,0.8,17,0,1,3.6,13,1.6,8,9,11.8,7,1026.4,8,8.3,62,87
43444,0,1015.4,38,5.022,16.8,8.5,54,22,0,8.6,26.8,0,6,31,24.8,1,1014.1,6,13.8,42,71
43445,0,1020.4,40,5.0113,19.6,10.2,35,7,0,8,30.9,1,1,26,30,7,1013.2,1,16.8,38,80
43446,1,999.1,26,5.0245,14.5,3.5,65,28,1,3.8,17.5,3.6,7,9,14.2,9,995.5,6,10.6,58,75
43447,0,1025.8,15,5.024,8.7,0.3,19,6,0,0.9,15.9,0.3,7,6,15.2,7,1023.9,7,5.2,62,95
43448,0,1021.1,3,5.0103,9.4,7.3,31,0,0,1.8,19.3,0,6,11,19.2,7,1017.3,2,3.3,41,83
43449,0,1006.7,18,5.0162,21.7,11.4,41,11,0,3.2,31.3,0,2,24,30.1,11,1005.2,0,4.2,38,38
43450,0,1018.1,44,5.0228,16.6,9.3,63,35,0,16,25.7,0,2,30,25.2,7,1016.9,0,14.6,44,52
43451,0,1023.1,21,5.0122,20.9,9.3,28,7,0,7,24.1,0,6,15,22.8,9,1020.6,7,13.4,49,52
43452,1,1021.7,32,5.028,12.6,0.7,26,7,1,1.4,16.2,2,8,15,15.9,4,1018.8,8,9.8,61,89
43453,0,1018.2,7,5.0289,18,4.8,24,13,0,4.2,20.3,0.8,4,9,18.9,6,1016.3,6,15.7,62,83
43454,0,1020.9,11,5.0268,22.9,9.6,72,44,1,5.6,26.1,1.8,6,48,24.6,0,1020.7,7,20.7,59,73
43455,0,1010.8,24,5.0123,26.5,9,43,19,0,10.4,37.2,0,7,17,35.4,12,1007.8,5,23.9,40,57
43456,0,1013.7,42,5.0295,1.8,4.1,37,7,0,1.2,11.7,0,5,24,10.6,0,1011.5,8,-1.9,57,98
43457,1,1005.5,17,5.0192,20,1.8,52,9,1,10,23.4,1.8,8,19,20.5,7,1001.2,8,19.1,63,79
43458,0,1021.1,26,5.0162,18.8,11,28,11,0,6.2,21,0,3,19,20,9,1019.9,6,15,62,60
43459,1,1014.9,22,5.0199,18,0.1,52,41,0,6.6,18.5,0,7,39,18.1,6,1012.2,7,17.6,66,83
43460,0,1028.7,30,5.0168,7.1,7.2,61,24,0,5,12.5,0,6,22,11.6,7,1026.7,5,2.6,40,54
43461,1,1015.1,45,5.0289,13.3,0,54,22,1,4.2,15.4,18.6,8,26,12.3,6,1016.7,6,9.5,64,56
43462,0,1005.9,0,5.0203,29,6.8,31,9,0,4.4,31.4,0.2,7,6,30.3,7,1003.2,8,24.7,61,71
43463,0,1020,16,5.015,21,1.3,33,15,0,6.2,24.6,0,7,0,24.3,13,1016.6,6,15.7,40,34
43464,0,1024.7,37,5.0232,13.3,2.1,28,9,0,0.6,20.4,0,8,13,20,2,1022.9,6,10.7,51,87
43465,1,1016.8,12,5.0206,23.5,10.6,33,15,0,4.6,28.3,0,3,20,27.6,9,1015.5,1,19.5,61,81
43466,0,1014.5,30,5.0263,9.8,8.2,35,15,0,3.2,13.9,0.4,7,17,12.1,4,1015.4,5,4.8,50,79
43467,1,993.2,17,5.0193,11.9,4,81,31,1,2.8,14.2,7.6,6,15,9.5,9,997.7,7,11,63,74
43468,0,1022.1,23,5.02,10.5,10.3,22,0,0,1.8,19.8,0.1,1,0,19.4,11,1018.7,0,4.9,47,81
43469,0,1020.6,15,5.0212,15.8,10.2,26,7,0,4.8,25.2,0,7,7,24.7,7,1018.7,1,10.1,40,59
43470,1,1027.7,30,5.0155,7.2,2.6,20,6,1,0,11.1,18.6,5,0,9.9,10,1024.8,7,4.1,65,100
43471,1,1007.4,9,5.0016,12.2,0.5,19,2,1,2.6,16.6,8.2,8,6,14,8,1007.8,7,8.7,64,98
43472,0,1005.4,47,5.0106,25.5,12.7,57,20,0,8.4,29.1,0,0,22,28.4,1,1003.9,6,15.7,43,26
43473,0,1022.8,7,5.0187,17.1,11.4,37,19,0,6.2,19.4,0.4,1,20,17.8,8,1021.3,5,13.4,54,50
43474,1,1013.8,3,5.0163,28.2,11.5,41,9,0,8.4,37.7,0,1,11,37.2,5,1010.9,1,20.1,37,55
43475,0,1026.3,38,5.0166,11,7.9,30,9,0,6.4,20.6,0,4,17,19.4,13,1021.7,1,1,49,67
43476,0,1020.7,27,5.0175,12.5,5.5,39,19,0,5.2,15.5,0,6,17,12.9,10,1020.3,6,9.5,66,61
43477,1,1011.4,5,5.0283,25.5,0,39,19,0,2.2,27.4,0.2,8,7,25.9,1,1008.8,8,24.4,56,73
43478,1,1008.4,7,5.0244,20.6,0,54,22,1,2.6,21.8,1.6,7,19,21.2,2,1008.1,7,19.9,60,93
43479,0,1020.3,3,5.0108,17.9,10.4,28,13,0,6.2,26.2,0,2,11,25.3,6,1014.2,0,12.6,38,52
43480,0,1006.2,0,5.0179,30.6,12.3,30,11,0,6.4,34.7,0,3,17,33.6,6,1003,1,23,47,55
43481,1,1021.4,11,5.0202,25.3,6.7,61,31,1,6.2,27.9,16.6,6,30,23.8,5,1020.9,1,22,66,77
43482,0,1010.7,3,5.0137,24.3,7.7,31,9,1,2.4,29.2,26.2,4,13,27.3,4,1010.6,4,15.5,58,69
43483,0,1018,26,5.0166,20.5,13.8,33,15,0,6.4,23,0,0,31,22,7,1013.4,0,13.8,61,67
43484,0,1011.4,19,5.0156,5.6,2.8,65,31,0,1,8.5,0,7,35,6.6,9,1007.9,6,3.2,66,82
43485,0,1018.5,29,5.0179,15.2,8.6,48,20,0,4,16.9,0,4,22,15.7,12,1017.3,3,11.1,43,37
43486,0,1023,44,5.0339,18.4,10.8,31,20,0,14.2,32.4,0,1,11,31,5,1020.5,0,15.8,47,63
43487,0,1013.6,15,5.0215,21.5,9.9,37,20,0,13.2,34.3,0,6,17,31.8,4,1012.1,2,18.6,37,54
43488,1,1014.3,0,5.0329,26.5,2.9,44,17,1,8.8,28.6,2.2,8,30,24.8,3,1011.9,2,21,66,71
43489,0,1024,30,5.0195,10,11.5,28,7,0,11.4,22.8,0,3,7,21.7,10,1018.4,0,0.5,43,70
43490,0,1019.5,8,5.0264,18.4,11.8,17,7,0,3,25.3,0,2,9,22.2,9,1017.3,0,14.1,53,67
43491,0,1021,45,5.0185,17.1,9.6,31,11,1,2.8,20.1,1.6,1,20,19.3,4,1020.2,2,11.9,62,75
43492,1,1007.5,39,5.0316,28,1.6,31,13,0,2.8,32,0.8,8,9,29.8,8,1004.4,7,23.5,66,78
43493,0,1019.2,21,5.0136,14.2,10,15,6,0,2.6,25.6,0,0,4,24.9,8,1014.7,0,9.1,40,63
43494,0,1017.2,1,5.0116,17.5,9.7,35,20,0,3.9,22.6,0,4,19,21,7,1016.2,8,13.9,58,73
43495,0,1014.5,15,5.0047,16,11.6,33,9,0,3.4,29.3,0,1,13,27.6,2,1011.6,1,11.5,39,73
43496,0,1032.7,24,5.0128,10.5,10.6,52,17,0,2.8,19.5,0,0,11,19.1,6,1028.9,0,4.7,42,65
43497,1,1013.3,34,5.0238,12.3,11,70,22,1,3.4,18.6,3.6,6,31,18.1,11,1012.5,4,8.9,48,83
43498,0,1006.7,3,5.0153,28.8,11.3,35,13,0,8.2,35.1,0,2,19,31.9,12,1003.7,1,20.8,38,39
43499,0,1023.7,34,5.0142,7.7,4.8,37,9,1,1.2,12.2,2.6,6,11,10.3,10,1023.8,5,4.9,61,81
43500,0,1012.6,8,5.0262,22.1,5.7,59,33,1,4.2,25.4,29.2,5,19,24.9,0,1013.3,5,19.3,65,73
43501,0,1016.9,22,5.0287,25.5,12.1,61,26,0,7.2,30,0,0,41,28.9,7,1013.8,3,22,47,58
43502,0,1017.5,26,5.0258,18.1,11.2,41,6,0,1.8,30.2,0,0,13,29.9,6,1010.8,0,12.7,38,61
43503,1,1011.5,27,5.0072,11.1,0.8,50,19,1,2,14.9,4.6,7,26,12,7,1010.6,8,9.8,61,90
43504,0,1013.7,15,5.0224,20.1,13.2,28,19,0,11.4,36.9,0,0,9,34.4,11,1010.1,0,15.5,39,45
43505,0,1019,8,5.0269,19.3,8.8,59,43,1,7.4,22.8,2.8,6,30,20.9,5,1018.3,5,17.5,59,64
43506,0,1014.4,44,5.0294,18.5,11.7,61,35,0,19.8,28.7,0,3,35,26.9,12,1013.1,3,17.1,37,45
43507,1,1017.9,19,5.0232,8.4,3,61,35,0,3,13.5,0,8,39,13.1,13,1014.9,7,6.3,55,98
43508,0,1033.4,19,5.0042,2,10.2,41,0,0,1.4,12.9,0,1,30,11.9,4,1030.4,1,-2.4,62,99
43509,1,1015.8,45,5.0143,10.3,0.6,28,15,0,1.8,17.7,0.4,8,7,17.1,5,1012.3,7,8.4,61,97
43510,0,1016.6,9,5.0137,4.5,4.8,37,0,0,1.4,12.3,0.2,7,15,10.9,0,1014.2,6,0.6,61,99
43511,0,1023.5,43,5.0134,16.2,0,20,2,0,2.4,20.8,0,8,15,20.1,11,1019.6,8,13.9,63,84
43512,1,1007.6,33,5.0335,24.7,11.3,78,4,0,12.6,38.2,0,1,13,36.4,6,1002.3,2,15.3,43,45
43513,0,1013.1,6,5.0211,23.7,12,37,6,0,7.4,33.4,0,6,19,29.6,7,1011.9,1,13.4,44,53
43514,0,1014.4,39,5.0155,27.3,10.5,31,11,0,6.2,36.1,0,1,13,35.4,13,1009.7,0,19.7,42,69
43515,0,1026.5,45,5.013,13.4,0.4,24,2,0,2.8,16.3,0.2,8,15,15.5,6,1025,7,8.3,63,70
43516,0,1019.5,42,5.0078,12.1,11,35,0,0,6.6,26.5,0,4,15,25.1,10,1017.4,1,4.9,38,78
43517,0,1013.8,19,5.0249,25,11.8,50,20,0,9.8,34.9,0,5,22,33.1,4,1010.5,0,8.6,37,20
43518,0,1014.3,19,5.0112,11.9,1.8,50,31,1,1.2,14.8,36.4,8,33,13.5,3,1015.8,8,11.7,59,99
43519,0,1000.1,29,5.019,16.1,7.4,80,37,1,8.8,18.1,3,6,28,17,2,1003.7,6,10.8,38,51
43520,0,1035.7,20,5.0177,13.6,10.3,37,17,0,3.6,20.3,0,1,22,19.6,12,1031.8,1,7.2,43,60
43521,0,1019.9,3,5.0129,18.2,12.4,31,13,0,4.8,23.5,0.2,4,13,22,6,1017.2,4,12.9,38,56
43522,0,1014.7,35,5.0161,14.9,0.7,37,11,0,1.6,17.7,0,8,15,16.6,8,1014.3,8,13.3,58,85
43523,0,1029.1,13,5.0284,3.4,0,17,7,0,1.4,8.9,0,8,11,8.6,6,1025.5,8,0.9,58,93
43524,0,1016.1,45,5.0204,20.6,11.2,37,15,0,6,22,0,1,20,19.7,10,1016.2,1,13,54,55
43525,0,1017.2,44,5.0107,11.6,1.1,33,17,1,0.6,15.2,23,7,24,14.7,8,1014.8,8,11.1,64,92
43526,0,1022.7,33,5.008,15.1,10.1,35,9,0,18,18.5,0,4,15,17.9,12,1021.9,5,12.1,47,79
43527,0,1019.1,27,5.027,14.6,4.5,30,15,0,3.8,20.9,0,8,9,18.6,11,1019.2,8,12.3,52,80
43528,0,1019.8,27,5.0219,13.8,12.7,39,20,0,4.4,17.4,0,1,20,16.7,3,1019.8,1,8.8,57,63
43529,1,1014.3,0,5.023,25.3,3.6,39,20,1,6.6,28.6,6.8,5,22,27.2,4,1011.8,6,21.8,64,77
43530,0,1032.1,29,5.0222,16,9.5,39,19,0,4,20.2,0,6,28,18.4,8,1028.9,2,10.5,64,61
43531,0,1010.3,31,5.0121,12.1,11.2,61,9,0,3.8,22.9,0,1,43,22,10,1003.8,1,1.9,45,67
43532,1,1005.6,35,5.0172,10.6,0.7,35,13,1,2,14.3,5.4,5,7,13.7,12,1005.8,8,7.7,59,97
43533,0,1013,37,5.0097,24.5,4.6,35,15,0,11.2,33.3,0,7,13,32.7,13,1011.4,7,17.8,37,25
43534,0,1009.1,32,5.0245,32.8,12.8,44,17,0,22.2,41.6,0,1,20,40.7,3,1005,1,26.7,38,33
43535,0,1013.4,3,5.013,27.6,12.2,39,17,0,6.6,36.3,0,2,20,35.4,12,1008.9,2,21.9,37,50
43536,0,1010.1,2,5.0161,21,5.9,33,9,0,5.2,24.9,0,8,11,21.3,0,1007.1,6,13.5,66,76
43537,0,1011.2,6,5.0183,15.4,4.6,52,6,0,6.8,31,0,7,19,28.5,8,1007.9,7,10.5,39,84
43538,1,1012.4,17,5.0056,9.2,5.9,76,9,0,1.6,16.3,0,7,44,16.1,8,1003,6,5.6,54,75
43539,1,1002.3,32,5.0306,31.1,0.9,61,13,0,13.4,33.1,0,8,19,29.7,11,1002.8,8,19.1,51,18
43540,1,1013.4,37,5.0194,24.2,3.5,50,13,0,9.4,31.2,0,6,22,29.3,10,1011,7,22.2,57,68
43541,0,1006.7,47,5.0255,15.3,0.3,50,20,0,5.4,17.3,0,7,7,16.1,13,1005.7,7,9.7,49,51
43542,1,998.1,16,5.0183,17.7,1.4,94,48,0,3,21.2,1,3,30,18.2,10,998.4,8,15.6,43,79
43543,0,1017.5,22,5.0051,12.8,0.2,33,9,0,3,18.4,0,8,15,17.6,13,1012.6,7,11,54,75
43544,1,1021.9,42,5.0158,14.2,8.1,57,4,0,2.8,22.5,0.6,6,28,21.6,9,1015.7,3,6.6,44,83
43545,0,1025.8,11,5.0132,19.6,0.2,41,22,0,2,22.4,0,8,17,21.4,11,1023.2,5,15,54,71
43546,1,1004.4,26,5.0279,10,6.5,43,6,0,2.6,16.2,0.2,7,11,14.2,8,1000.9,1,6.8,60,92
43547,1,1006,36,5.016,13.7,0.3,26,17,1,1.4,14,4,8,0,13.2,6,1003,8,10.3,65,91
43548,0,1014.1,30,5.0141,19.4,9.2,28,2,0,6.6,25.4,0,2,9,22.4,3,1012.2,1,12.6,56,72
43549,0,1014.7,11,5.0126,22.9,9.1,67,26,0,7,25.4,0,2,52,22.2,7,1014,3,16.5,54,52
43550,0,1027.4,15,5.0201,7.7,9.1,33,7,0,1.4,20,0,4,15,19.6,6,1022.4,6,2.3,55,93
43551,1,1005.7,0,5.0228,31,9.6,30,13,0,5.2,33.2,0,4,17,31.9,3,1003.7,2,25.2,65,68
43552,0,1015.9,43,5.0119,19.5,10.2,31,9,1,11.6,26.1,18.4,3,15,25.6,10,1012.5,1,13.4,51,83
43553,1,1022,47,5.0202,11.7,6.7,50,13,0,1.6,19,0.2,6,24,16.6,3,1020.5,3,7.9,61,100
43554,1,1017.3,16,5.0152,13.9,3.7,44,7,1,1.6,17.3,6.6,8,24,15.6,10,1014,6,8.1,56,76
43555,0,1021.7,18,5.0154,20.5,9.7,59,24,0,12,24,0,3,28,21.1,4,1018.7,0,11.6,49,49
43556,0,1009,19,5.0088,12.5,8.3,44,22,0,5.8,21.2,0,1,26,20.3,4,1008.8,4,10.3,46,78
43557,0,1017.3,3,5.0121,24.6,12.3,30,7,0,8.8,31.7,0,0,17,27.7,9,1014.8,0,12.1,37,42
43558,0,1010.5,10,5.0064,18.8,3,20,11,1,1.8,24.8,5.2,7,6,23.7,0,1007.6,7,18.2,65,99
43559,0,1023.8,3,5.0321,17.8,9,24,9,0,1,23.6,0,2,11,22.9,10,1019.2,4,11.5,50,75
43560,0,1027.1,14,5.0212,12.4,2.1,33,22,0,1.6,16.2,0,7,19,15.3,5,1025,7,10.9,51,61
43561,0,1016.5,19,5.0231,11.7,0.4,39,19,0,0.8,18,0,4,19,17.4,9,1017.1,7,9.1,55,84
43562,1,1006.2,14,5.0253,19.8,0,50,17,1,9,22.3,2.2,7,19,16.2,12,1005.4,8,18.8,47,82
43563,0,1020.7,29,5.0125,20.3,6.7,50,20,0,8,22.1,0,8,26,21.5,5,1018.1,5,18.1,61,67
43564,1,1015.9,45,5.0088,11.3,1.3,31,15,0,2,16,0,7,20,15.3,11,1013.6,7,4.7,65,99
43565,0,1019.3,37,5.0284,21.5,12.2,43,26,0,6.2,30,0,4,11,28.6,11,1016.4,1,17.4,39,58
43566,0,1036.8,1,5.0159,4.5,6.3,15,0,0,1,13.7,0.4,5,4,13.1,5,1034.3,7,-0.7,59,97
43567,1,1022,23,5.0159,20.4,1.3,22,0,0,2.2,23.7,0,8,13,21.9,8,1019.5,7,16.5,63,82
43568,0,1014.1,2,5.0297,19.3,6.7,39,13,0,2.8,25.1,0,7,17,20.7,9,1010.4,7,12.9,63,80
43569,0,1011,1,5.0194,17.3,10.6,41,17,0,2.8,27,0,4,15,25,4,1010.6,2,11.9,38,63
43570,0,1013,43,5.0071,21.1,2.9,41,13,0,8.8,29.4,1,7,28,27.4,4,1011.1,8,18.8,44,78
43571,1,1019.9,8,5.0084,15.9,3.4,28,7,0,2.8,19.4,0,7,9,18.6,2,1016.2,7,12.6,61,87
43572,0,1030.4,12,5.0228,8.6,10.9,24,7,0,3.2,17.2,0,1,13,16.3,10,1027.3,5,3.1,58,87
43573,1,1013.2,21,5.0276,18.5,3.1,28,4,0,4,22.1,0,2,9,21.4,12,1006.7,8,16.9,66,69
43574,0,1020.4,10,5.0137,18.9,6.7,26,9,0,6.6,25.2,0,2,11,23.2,5,1017,2,16.6,47,64
43575,0,1017,33,5.0169,21.6,9.8,41,2,0,5.4,32.6,0.2,3,19,32.6,13,1014.4,6,16.1,37,76
43576,0,1019.1,4,5.0129,13.7,9.7,30,6,0,2,21.6,0,2,11,21.4,12,1016.3,0,6.3,37,70
43577,0,1018.7,20,5.02,22.7,13.1,54,22,0,9,29.4,0,0,28,28.2,8,1015,0,15.2,39,40
43578,0,1024.1,40,5.0195,10.1,9.5,30,4,0,3.4,17.3,0,1,0,17,9,1020.5,0,1.1,38,60
43579,0,1007.9,27,5.0314,20.2,7.7,50,7,0,6.6,32.1,0,7,11,28.4,5,1004,6,10.4,37,64
43580,0,1004,42,5.0182,21.8,6.1,67,33,0,6.6,26.5,0,8,35,20.5,7,1002.7,8,14.6,62,55
43581,1,1026.7,9,5.0287,15.5,3.5,39,20,0,5.6,22.1,0,4,13,19.5,3,1022.1,8,15.1,46,53
43582,0,1014.1,8,5.0114,15.4,3,28,13,0,4.2,19.6,0,6,15,17.4,3,1011.7,7,10.5,58,56
43583,0,1019.1,1,5.0283,15.2,10.7,43,24,0,5.8,24.6,0,3,24,23.2,9,1018.7,4,8.6,37,63
43584,0,1028.1,25,5.0067,17.6,12.1,37,13,0,6.8,22.4,0,0,28,21.3,8,1024.4,0,12.6,43,57
43585,0,1025.4,28,5.0196,9.3,12.6,31,9,0,2.4,17.5,0,0,9,16.2,11,1024.7,1,4.4,38,50
43586,0,1011.6,18,5.0187,10.7,9,22,6,0,3.2,14.1,0,1,6,13.4,7,1008.9,6,7.4,61,73
43587,0,1009.9,41,5.0066,29.5,10.8,31,4,1,5.8,32.2,1.8,1,19,30.5,9,1008,7,24.9,64,71
43588,0,1023.5,9,5.0144,17.1,9.7,43,17,0,1.4,23.2,0,7,30,21.9,11,1022.1,7,11.6,62,67
43589,0,1018.6,13,5.0182,14.3,8.7,46,22,0,9,24.9,0,7,13,22.3,11,1014.7,7,9.8,49,43
43590,0,1019.6,21,5.017,25.9,10.8,20,6,0,4.4,30.7,0.2,1,9,28.9,6,1015.9,1,19.3,53,67
43591,1,1013.4,22,5.0267,20.3,0,63,31,1,4.6,21.2,8.4,8,35,19,0,1015.6,8,18.9,64,79
43592,1,1026.7,12,5.0013,18.2,0,33,13,1,1.8,22.6,39,8,9,22,9,1023.4,8,15.5,66,93
43593,1,1007.5,20,5.0054,17,9.2,70,35,1,6.4,19.2,17.2,5,37,18.1,9,1009.3,5,12.5,47,51
43594,0,1026.3,26,5.0123,15.7,9.5,43,19,0,4.8,21,0,5,26,17.4,5,1023.7,7,13,57,52
43595,0,1028.8,30,5.011,12.9,11,22,4,0,5.6,21.2,0,0,9,20.8,7,1024.7,1,3.8,42,73
43596,0,1024.2,21,5.0217,15.5,9.9,17,4,0,1.6,23.6,0,1,7,22.4,3,1020.6,1,11.6,51,83
43597,0,1003.8,42,5.0166,13.4,7.1,50,26,0,5,20.2,0,6,26,17.8,11,1002.9,8,11.3,60,89
43598,0,1004.2,4,5.0179,29.6,8.4,52,28,0,12,37.2,0,7,35,35.2,11,999,7,28,37,59
43599,0,1018.9,25,5.0288,23.3,12.2,26,9,0,5.6,32.1,0,1,22,28.3,9,1017,0,18.9,58,71
43600,0,1012.7,30,5.0201,8.1,12.7,50,7,0,3.6,15.3,0,7,30,13.1,3,1008.9,6,3,44,88
43601,1,1014.8,7,5.0301,19.4,9.1,69,35,0,5,20.9,0,6,37,19.9,4,1010.4,4,16.4,60,59
43602,0,1010,16,5.0299,31.7,10.8,48,13,0,9.2,36.1,0,7,26,27.4,9,1007.5,0,13.2,45,12
43603,0,1020.7,26,5.0268,16.1,7,33,13,0,2,21.8,0,1,11,21.2,0,1018.2,1,10.6,65,71
43604,1,1010.7,41,5.0163,29.1,5.9,35,0,1,7.6,32,2.4,6,26,31.6,7,1006.8,3,25,65,81
43605,0,1025.1,33,5.0215,2.2,9.2,13,0,0,0.6,9.6,0,1,6,8.8,8,1023,1,-2,51,84
43606,1,1021.7,35,5.0158,12.7,5.1,48,24,1,2.4,14.3,3.6,7,19,12.2,12,1023.3,8,10.1,65,97
43607,0,1002,35,5.014,16.4,4.1,31,6,1,1.4,19.8,6.2,8,22,18.6,8,1003.8,7,15.9,65,89
43608,0,1019.1,2,5.0163,16.8,6.1,31,11,0,2.6,20.7,0,3,19,18.9,9,1016.1,8,13.1,53,54
43609,0,1014.7,19,5.0257,14.1,13,41,11,0,6.8,27.6,0,1,22,26.7,11,1011.1,6,10.8,40,85
